keyCompany,stockCodeCompany,nameCompany,sectorCodeCompany,sectorCompany,segmentCompany
209,RBRF11,FII RBRALPHA,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
210,RBRR11,FII RBRHGRAD,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
211,RECR11,FII REC RECE,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
212,RECT11,FII REC REND,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
213,RBVA11,FII RIOB VA,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
214,RZTR11,FII RIZA TX,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
215,SDIL11,FII SDI LOG,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
216,TGAR11,FII TG ATIVO,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
217,TORD11,FII TORDE EI,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
218,TRXF11,FII TRX REAL,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
219,URPR11,FII URCA REN,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
220,VGIP11,FII VALORAIP,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
221,CVBI11,FII VBI CRI,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
222,LVBI11,FII VBI LOG,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
223,PVBI11,FII VBI PRI,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
224,VILG11,FII VINCI LG,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
225,VINO11,FII VINCI OF,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
226,VISC11,FII VINCI SC,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
227,XPCI11,FII XP CRED,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
228,XPIN11,FII XP INDL,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
229,XPLG11,FII XP LOG,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
230,XPCM11,FII XP MACAE,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
231,XPML11,FII XP MALLS,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
232,XPPR11,FII XP PROP,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
233,XPSF11,FII XP SELEC,IFIL,HIGH LIQUIDITY REAL ESTATE INVESTMENT FUND INDEX (IFIX L B3),SEGMENTS AND SECTORS
234,CSAN3,COSAN,MLCX,MIDLARGECAP INDEX (MLCX),SEGMENTS AND SECTORS
235,PETR3,PETROBRAS,MLCX,MIDLARGECAP INDEX (MLCX),SEGMENTS AND SECTORS
236,PRIO3,PETRORIO,MLCX,MIDLARGECAP INDEX (MLCX),SEGMENTS AND SECTORS
237,RAIL3,RUMO S.A.,MLCX,MIDLARGECAP INDEX (MLCX),SEGMENTS AND SECTORS
238,TIMS3,TIM,MLCX,MIDLARGECAP INDEX (MLCX),SEGMENTS AND SECTORS
239,TOTS3,TOTVS,MLCX,MIDLARGECAP INDEX (MLCX),SEGMENTS AND SECTORS
240,UGPA3,ULTRAPAR,MLCX,MIDLARGECAP INDEX (MLCX),SEGMENTS AND SECTORS
241,ARCT11,FII ARCTIUM,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
242,AIEC11,FII AUTONOMY,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
243,BCIA11,FII BCIA,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
244,BLMR11,FII BLUE FOF,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
245,BZLI11,FII BRREALTY,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
246,BTAL11,FII BTG AGRO,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
247,BTCR11,FII BTG CRI,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
248,CPFF11,FII CAP REIT,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
249,HGFF11,FII CSHG FOF,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
250,HGPO11,FII CSHGPRIM,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
251,FEXC11,FII EXCELLEN,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
252,FIGS11,FII GEN SHOP,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
253,GALG11,FII GUARDIAN,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
254,HSLG11,FII HSI LOG,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
255,FIIB11,FII INDL BR,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
256,KFOF11,FII KINEAFOF,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
257,MFII11,FII MERITO I,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
258,MORE11,FII MORE RE,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
259,OUJP11,FII OURI JPP,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
260,PATC11,FII PATRIA,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
261,PLCR11,FII PLURAL R,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
262,PORD11,FII POLO CRI,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
263,QAGR11,FII QUASAR A,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
264,RFOF11,FII RB CFOF,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
265,RBRL11,FII RBR LOG,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
266,RBRY11,FII RBR PCRI,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
267,RBED11,FII RIOB ED,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
268,RBFF11,FII RIOB FF,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
269,RCRB11,FII RIOB RC,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
270,RZAK11,FII RIZA AKN,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
271,FLMA11,FII S F LIMA,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
272,SADI11,FII SANT PAP,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
273,SARE11,FII SANT REN,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
274,SPTW11,FII SP DOWNT,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
275,TEPP11,FII TEL PROP,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
276,VGIR11,FII VALREIII,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
277,RVBI11,FII VBI REIT,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
278,VCJR11,FII VECTIS,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
279,VSLH11,FII VERS CRI,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
280,VIFI11,FII VINCI IF,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
281,VTLT11,FII VOT LOG,IFIX,REAL ESTATE INVESTMENT FUND INDEX (IFIX),SEGMENTS AND SECTORS
282,RRRP3,3R PETROLEUM,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
283,AZUL4,AZUL,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
284,BMOB3,BEMOBI TECH,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
285,ECOR3,ECORODOVIAS,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
286,ENJU3,ENJOEI,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
287,GOLL4,GOL,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
288,HBSA3,HIDROVIAS,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
289,IRBR3,IRBBRASIL RE,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
290,KEPL3,KEPLER WEBER,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
291,LWSA3,LOCAWEB,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
292,LOGN3,LOG-IN,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
293,CASH3,MELIUZ,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
294,MILS3,MILLS,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
295,MOSI3,MOSAICO,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
296,NGRD3,NEOGRID,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
297,OPCT3,OCEANPACT,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
298,RCSL3,RECRUSUL,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
299,RCSL4,RECRUSUL,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
300,STBP3,SANTOS BRP,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
301,SHUL4,SCHULZ,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
302,SEQL3,SEQUOIA LOG,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
303,SIMH3,SIMPAR,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
304,SQIA3,SINQIA,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
305,TPIS3,TRIUNFO PART,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
306,VLID3,VALID,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
307,WEST3,WESTWING,SMLL,SMALLCAP INDEX (SMLL),SEGMENTS AND SECTORS
308,MMMC34,3M,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
309,ABUD34,AB INBEV,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
310,A1BB34,ABB LTD,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
311,ABTT34,ABBOTT,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
312,ABBV34,ABBVIE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
313,A1BM34,ABIOMED INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
314,ACNB34,ACCENTURE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
315,ATVI34,ACTIVISION,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
316,ADBE34,ADOBE INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
317,A1AP34,ADVANCE AUTO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
318,A1MD34,ADVANCED MIC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
319,A1EG34,AEGON NV,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
320,A1ES34,AES CORP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
321,A1KA34,AKAMAI TECHN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
322,A1LB34,ALBEMARLE CO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
323,A1RE34,ALEXANDRIA R,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
324,BABA34,ALIBABAGR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
325,A1LL34,ALLIANCE DAT,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
326,A1LN34,ALNYLAM PHAR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
327,GOGL34,ALPHABET,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
328,GOGL35,ALPHABET,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
329,A1YX34,ALTERYX INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
330,MOOO34,ALTRIA GROUP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
331,AMZO34,AMAZON,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
332,A1MX34,AMERICAMOVIL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
333,AALL34,AMERICAN AIR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
334,AXPB34,AMERICAN EXP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
335,T1OW34,AMERICAN TOW,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
336,AMGN34,AMGEN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
337,A1UA34,ANGLOGOLD AS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
338,A1PA34,APA CORP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
339,A1IV34,APARTMENT IN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
340,AAPL34,APPLE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
341,A1MT34,APPLIED MATE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
342,ARMT34,ARCELOR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
343,ASML34,ASML HOLD,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
344,A1ZN34,ASTRAZENECA,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
345,ATTB34,ATT INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
346,A1UT34,AUTODESK INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
347,A1VB34,AVALONBAY CO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
348,BIDU34,BAIDU INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
349,B1SA34,BANCO SANTAN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
350,BOAC34,BANK AMERICA,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
351,B1CS34,BARCLAYS PLC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
352,BERK34,BERKSHIRE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
353,BBYY34,BEST BUY,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
354,B1IL34,BILIBILI INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
355,BIIB34,BIOGEN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
356,B1NT34,BIONTECH SE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
357,BLAK34,BLACKROCK,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
358,BONY34,BNY MELLON,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
359,BOEI34,BOEING,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
360,BKNG34,BOOKING,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
361,BOXP34,BOSTON PROP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
362,B1SX34,BOSTON SCIEN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
363,B1PP34,BP PLC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
364,BMYB34,BRISTOLMYERS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
365,B1TI34,BRITISH AMER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
366,AVGO34,BROADCOM INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
367,CAPH34,CAPRI HOLDI,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
368,C1CL34,CARNIVAL COR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
369,CATP34,CATERPILLAR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
370,CHCM34,CHARTER COMM,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
371,CHVX34,CHEVRON,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
372,C1HI34,CHINA PETROL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
373,C1IC34,CIGNA CORP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
374,CSCO34,CISCO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
375,CTGP34,CITIGROUP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
376,COCA34,COCA COLA,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
377,COLG34,COLGATE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
378,CMCS34,COMCAST,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
379,COPH34,COPHILLIPS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
380,C1TV34,CORTEVA INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
381,COWC34,COSTCO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
382,COTY34,COTY INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
383,C1SU34,CREDIT SUISS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
384,CRIP34,CTRIPCOM,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
385,CVSH34,CVS HEALTH,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
386,DHER34,DANAHER CORP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
387,DEEC34,DEERE CO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
388,D1EL34,DELL TECHNOL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
389,DEAI34,DELTA,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
390,DBAG34,DEUTSCHE AK,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
391,F1AN34,DIAMONDBACK,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
392,D1LR34,DIGITAL REAL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
393,D1OC34,DOCUSIGN INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
394,DGCO34,DOLLAR GENER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
395,EBAY34,EBAY,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
396,EAIN34,ELECTR ARTS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
397,E1NI34,ENEL AMERICA,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
398,EQIX34,EQUINIX INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
399,E1QR34,EQUITY RESID,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
400,E1RI34,ERICSSON LM,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
401,E1SS34,ESSEX PROPER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
402,EXXO34,EXXON MOBIL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
403,FBOK34,FACEBOOK,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
404,F1RI34,FEDERAL REAL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
405,FDXB34,FEDEX CORP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
406,F1NI34,FIDELITY NAT,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
407,FSLR34,FIRST SOLAR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
408,FDMO34,FORD MOTORS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
409,FCXO34,FREEPORT,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
410,GEOO34,GE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
411,GMCO34,GENERAL MOT,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
412,GILD34,GILEAD,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
413,G1SK34,GLAXOSMITHKL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
414,G1FI34,GOLD FIELDS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
415,GSGI34,GOLDMANSACHS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
416,GPRO34,GOPRO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
417,HOME34,HOME DEPOT,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
418,HOND34,HONDA MO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
419,H1ZN34,HORIZON THER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
420,HPQB34,HP COMPANY,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
421,H1SB34,HSBC HOLDING,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
422,IBMB34,IBM,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
423,I1LM34,ILLUMINA INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
424,ITLC34,INTEL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
