keyTime,datetime,dayTime,dayWeekTime,dayWeekAbbrevTime,dayWeekCompleteTime,monthTime,monthAbbrevTime,monthCompleteTime,bimonthTime,quarterTime,semesterTime,yearTime
1426,1998-05-26,26,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,1998
1427,1998-05-27,27,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,1998
1428,1998-05-28,28,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,1998
1429,1998-05-29,29,6,SAB,SABADO,5,MAI,MAIO,3,2,1,1998
1430,1998-05-30,30,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,1998
1431,1998-05-31,31,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,1998
1432,1998-06-01,1,2,TER,TERCA,6,JUN,JUNHO,3,2,1,1998
1433,1998-06-02,2,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,1998
1434,1998-06-03,3,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,1998
1435,1998-06-04,4,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,1998
1436,1998-06-05,5,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,1998
1437,1998-06-06,6,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,1998
1438,1998-06-07,7,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,1998
1439,1998-06-08,8,2,TER,TERCA,6,JUN,JUNHO,3,2,1,1998
1440,1998-06-09,9,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,1998
1441,1998-06-10,10,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,1998
1442,1998-06-11,11,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,1998
1443,1998-06-12,12,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,1998
1444,1998-06-13,13,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,1998
1445,1998-06-14,14,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,1998
1446,1998-06-15,15,2,TER,TERCA,6,JUN,JUNHO,3,2,1,1998
1447,1998-06-16,16,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,1998
1448,1998-06-17,17,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,1998
1449,1998-06-18,18,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,1998
1450,1998-06-19,19,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,1998
1451,1998-06-20,20,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,1998
1452,1998-06-21,21,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,1998
1453,1998-06-22,22,2,TER,TERCA,6,JUN,JUNHO,3,2,1,1998
1454,1998-06-23,23,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,1998
1455,1998-06-24,24,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,1998
1456,1998-06-25,25,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,1998
1457,1998-06-26,26,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,1998
1458,1998-06-27,27,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,1998
1459,1998-06-28,28,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,1998
1460,1998-06-29,29,2,TER,TERCA,6,JUN,JUNHO,3,2,1,1998
1461,1998-06-30,30,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,1998
1462,1998-07-01,1,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,1998
1463,1998-07-02,2,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,1998
1464,1998-07-03,3,6,SAB,SABADO,7,JUL,JULHO,4,3,2,1998
1465,1998-07-04,4,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,1998
1466,1998-07-05,5,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,1998
1467,1998-07-06,6,2,TER,TERCA,7,JUL,JULHO,4,3,2,1998
1468,1998-07-07,7,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,1998
1469,1998-07-08,8,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,1998
1470,1998-07-09,9,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,1998
1471,1998-07-10,10,6,SAB,SABADO,7,JUL,JULHO,4,3,2,1998
1472,1998-07-11,11,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,1998
1473,1998-07-12,12,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,1998
1474,1998-07-13,13,2,TER,TERCA,7,JUL,JULHO,4,3,2,1998
1475,1998-07-14,14,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,1998
1476,1998-07-15,15,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,1998
1477,1998-07-16,16,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,1998
1478,1998-07-17,17,6,SAB,SABADO,7,JUL,JULHO,4,3,2,1998
1479,1998-07-18,18,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,1998
1480,1998-07-19,19,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,1998
1481,1998-07-20,20,2,TER,TERCA,7,JUL,JULHO,4,3,2,1998
1482,1998-07-21,21,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,1998
1483,1998-07-22,22,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,1998
1484,1998-07-23,23,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,1998
1485,1998-07-24,24,6,SAB,SABADO,7,JUL,JULHO,4,3,2,1998
1486,1998-07-25,25,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,1998
1487,1998-07-26,26,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,1998
1488,1998-07-27,27,2,TER,TERCA,7,JUL,JULHO,4,3,2,1998
1489,1998-07-28,28,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,1998
1490,1998-07-29,29,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,1998
1491,1998-07-30,30,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,1998
1492,1998-07-31,31,6,SAB,SABADO,7,JUL,JULHO,4,3,2,1998
1493,1998-08-01,1,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,1998
1494,1998-08-02,2,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,1998
1495,1998-08-03,3,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,1998
1496,1998-08-04,4,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,1998
1497,1998-08-05,5,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,1998
1498,1998-08-06,6,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,1998
1499,1998-08-07,7,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,1998
1500,1998-08-08,8,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,1998
1501,1998-08-09,9,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,1998
1502,1998-08-10,10,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,1998
1503,1998-08-11,11,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,1998
1504,1998-08-12,12,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,1998
1505,1998-08-13,13,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,1998
1506,1998-08-14,14,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,1998
1507,1998-08-15,15,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,1998
1508,1998-08-16,16,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,1998
1509,1998-08-17,17,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,1998
1510,1998-08-18,18,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,1998
1511,1998-08-19,19,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,1998
1512,1998-08-20,20,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,1998
1513,1998-08-21,21,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,1998
1514,1998-08-22,22,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,1998
1515,1998-08-23,23,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,1998
1516,1998-08-24,24,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,1998
1517,1998-08-25,25,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,1998
1518,1998-08-26,26,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,1998
1519,1998-08-27,27,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,1998
1520,1998-08-28,28,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,1998
1521,1998-08-29,29,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,1998
1522,1998-08-30,30,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,1998
1523,1998-08-31,31,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,1998
1524,1998-09-01,1,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,1998
1525,1998-09-02,2,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,1998
1526,1998-09-03,3,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,1998
1527,1998-09-04,4,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,1998
1528,1998-09-05,5,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,1998
1529,1998-09-06,6,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,1998
1530,1998-09-07,7,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,1998
1531,1998-09-08,8,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,1998
1532,1998-09-09,9,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,1998
1533,1998-09-10,10,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,1998
1534,1998-09-11,11,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,1998
1535,1998-09-12,12,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,1998
1536,1998-09-13,13,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,1998
1537,1998-09-14,14,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,1998
1538,1998-09-15,15,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,1998
1539,1998-09-16,16,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,1998
1540,1998-09-17,17,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,1998
1541,1998-09-18,18,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,1998
1542,1998-09-19,19,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,1998
1543,1998-09-20,20,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,1998
1544,1998-09-21,21,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,1998
1545,1998-09-22,22,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,1998
1546,1998-09-23,23,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,1998
1547,1998-09-24,24,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,1998
1548,1998-09-25,25,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,1998
1549,1998-09-26,26,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,1998
1550,1998-09-27,27,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,1998
1551,1998-09-28,28,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,1998
1552,1998-09-29,29,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,1998
1553,1998-09-30,30,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,1998
1554,1998-10-01,1,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,1998
1555,1998-10-02,2,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,1998
1556,1998-10-03,3,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,1998
1557,1998-10-04,4,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,1998
1558,1998-10-05,5,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,1998
1559,1998-10-06,6,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,1998
1560,1998-10-07,7,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,1998
1561,1998-10-08,8,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,1998
1562,1998-10-09,9,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,1998
1563,1998-10-10,10,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,1998
1564,1998-10-11,11,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,1998
1565,1998-10-12,12,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,1998
1566,1998-10-13,13,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,1998
1567,1998-10-14,14,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,1998
1568,1998-10-15,15,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,1998
1569,1998-10-16,16,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,1998
1570,1998-10-17,17,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,1998
1571,1998-10-18,18,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,1998
1572,1998-10-19,19,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,1998
1573,1998-10-20,20,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,1998
1574,1998-10-21,21,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,1998
1575,1998-10-22,22,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,1998
1576,1998-10-23,23,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,1998
1577,1998-10-24,24,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,1998
1578,1998-10-25,25,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,1998
1579,1998-10-26,26,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,1998
1580,1998-10-27,27,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,1998
1581,1998-10-28,28,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,1998
1582,1998-10-29,29,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,1998
1583,1998-10-30,30,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,1998
1584,1998-10-31,31,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,1998
1585,1998-11-01,1,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,1998
1586,1998-11-02,2,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,1998
1587,1998-11-03,3,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,1998
1588,1998-11-04,4,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,1998
1589,1998-11-05,5,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,1998
1590,1998-11-06,6,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,1998
1591,1998-11-07,7,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,1998
1592,1998-11-08,8,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,1998
1593,1998-11-09,9,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,1998
1594,1998-11-10,10,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,1998
1595,1998-11-11,11,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,1998
1596,1998-11-12,12,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,1998
1597,1998-11-13,13,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,1998
1598,1998-11-14,14,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,1998
1599,1998-11-15,15,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,1998
1600,1998-11-16,16,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,1998
1601,1998-11-17,17,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,1998
1602,1998-11-18,18,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,1998
1603,1998-11-19,19,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,1998
1604,1998-11-20,20,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,1998
1605,1998-11-21,21,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,1998
1606,1998-11-22,22,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,1998
1607,1998-11-23,23,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,1998
1608,1998-11-24,24,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,1998
1609,1998-11-25,25,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,1998
1610,1998-11-26,26,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,1998
1611,1998-11-27,27,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,1998
1612,1998-11-28,28,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,1998
1613,1998-11-29,29,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,1998
1614,1998-11-30,30,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,1998
1615,1998-12-01,1,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,1998
1616,1998-12-02,2,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,1998
1617,1998-12-03,3,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,1998
1618,1998-12-04,4,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,1998
1619,1998-12-05,5,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,1998
1620,1998-12-06,6,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,1998
1621,1998-12-07,7,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,1998
1622,1998-12-08,8,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,1998
1623,1998-12-09,9,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,1998
1624,1998-12-10,10,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,1998
1625,1998-12-11,11,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,1998
1626,1998-12-12,12,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,1998
1627,1998-12-13,13,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,1998
1628,1998-12-14,14,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,1998
1629,1998-12-15,15,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,1998
1630,1998-12-16,16,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,1998
1631,1998-12-17,17,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,1998
1632,1998-12-18,18,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,1998
1633,1998-12-19,19,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,1998
1634,1998-12-20,20,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,1998
1635,1998-12-21,21,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,1998
1636,1998-12-22,22,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,1998
1637,1998-12-23,23,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,1998
1638,1998-12-24,24,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,1998
1639,1998-12-25,25,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,1998
1640,1998-12-26,26,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,1998
1641,1998-12-27,27,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,1998
1642,1998-12-28,28,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,1998
1643,1998-12-29,29,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,1998
1644,1998-12-30,30,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,1998
1645,1998-12-31,31,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,1998
1646,1999-01-01,1,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,1999
1647,1999-01-02,2,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,1999
1648,1999-01-03,3,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,1999
1649,1999-01-04,4,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,1999
1650,1999-01-05,5,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,1999
1651,1999-01-06,6,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,1999
1652,1999-01-07,7,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,1999
1653,1999-01-08,8,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,1999
1654,1999-01-09,9,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,1999
1655,1999-01-10,10,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,1999
1656,1999-01-11,11,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,1999
1657,1999-01-12,12,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,1999
1658,1999-01-13,13,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,1999
1659,1999-01-14,14,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,1999
1660,1999-01-15,15,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,1999
1661,1999-01-16,16,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,1999
1662,1999-01-17,17,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,1999
1663,1999-01-18,18,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,1999
1664,1999-01-19,19,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,1999
1665,1999-01-20,20,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,1999
1666,1999-01-21,21,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,1999
1667,1999-01-22,22,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,1999
1668,1999-01-23,23,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,1999
1669,1999-01-24,24,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,1999
1670,1999-01-25,25,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,1999
1671,1999-01-26,26,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,1999
1672,1999-01-27,27,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,1999
1673,1999-01-28,28,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,1999
1674,1999-01-29,29,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,1999
1675,1999-01-30,30,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,1999
1676,1999-01-31,31,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,1999
1677,1999-02-01,1,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,1999
1678,1999-02-02,2,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,1999
1679,1999-02-03,3,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,1999
1680,1999-02-04,4,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,1999
1681,1999-02-05,5,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,1999
1682,1999-02-06,6,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,1999
1683,1999-02-07,7,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,1999
1684,1999-02-08,8,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,1999
1685,1999-02-09,9,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,1999
1686,1999-02-10,10,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,1999
1687,1999-02-11,11,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,1999
1688,1999-02-12,12,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,1999
1689,1999-02-13,13,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,1999
1690,1999-02-14,14,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,1999
1691,1999-02-15,15,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,1999
1692,1999-02-16,16,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,1999
1693,1999-02-17,17,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,1999
1694,1999-02-18,18,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,1999
1695,1999-02-19,19,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,1999
1696,1999-02-20,20,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,1999
1697,1999-02-21,21,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,1999
1698,1999-02-22,22,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,1999
1699,1999-02-23,23,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,1999
1700,1999-02-24,24,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,1999
1701,1999-02-25,25,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,1999
1702,1999-02-26,26,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,1999
1703,1999-02-27,27,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,1999
1704,1999-02-28,28,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,1999
1705,1999-03-01,1,2,TER,TERCA,3,MAR,MARCO,2,1,1,1999
1706,1999-03-02,2,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,1999
1707,1999-03-03,3,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,1999
1708,1999-03-04,4,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,1999
1709,1999-03-05,5,6,SAB,SABADO,3,MAR,MARCO,2,1,1,1999
1710,1999-03-06,6,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,1999
1711,1999-03-07,7,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,1999
1712,1999-03-08,8,2,TER,TERCA,3,MAR,MARCO,2,1,1,1999
1713,1999-03-09,9,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,1999
1714,1999-03-10,10,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,1999
1715,1999-03-11,11,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,1999
1716,1999-03-12,12,6,SAB,SABADO,3,MAR,MARCO,2,1,1,1999
1717,1999-03-13,13,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,1999
1718,1999-03-14,14,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,1999
1719,1999-03-15,15,2,TER,TERCA,3,MAR,MARCO,2,1,1,1999
1720,1999-03-16,16,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,1999
1721,1999-03-17,17,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,1999
1722,1999-03-18,18,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,1999
1723,1999-03-19,19,6,SAB,SABADO,3,MAR,MARCO,2,1,1,1999
1724,1999-03-20,20,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,1999
1725,1999-03-21,21,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,1999
